,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Covid
Reportcard",,,Washington Square,,,,,,,,,,,,,,,,,,Tandon,,,,,,,,,,,,,,,,,,School of Law,,,,,,,,,,,,,,,,,,College of Dentistry,,,,,,,,,,,,,,,,,,Silver,,,,,,,,,,,,,,,,,,Wagner,,,,,,,,,,,,,,,,,,School of Professional Studies,,,,,,,,,,,,,,,,,,Institute for Study of the Ancient World,,,,,,,,,,,,,,,,,,Institute of Fine Arts,,,,,,,,,,,,,,,,,,Overall,,,,,,,,,,,,,Weekly,,,,,,,,,,,,,,,,,,,,
12/14/20,8,,97,249,0,0,"132,172",346,64,776,41,27,14,0,0,+20,20 ,"1,571 ",1.27%,,6,37,0,0,"15,430",346,64,5,4,3,1,0,0,+2,2 ,149 ,1.34%,,2,15,0,0,"6,486",346,64,4,1,1,0,0,0,-,0 ,49 ,0.00%,,19,27,0,0,"14,506",346,64,4,4,4,0,0,0,+1,1 ,169 ,0.59%,,0,1,0,0,"1,174",346,64,1,0,0,0,0,0,-,0 ,19 ,0.00%,,3,2,0,0,"1,450",346,64,3,0,0,0,0,0,-,0 ,16 ,0.00%,,5,12,0,0,"6,105",346,64,9,1,1,0,0,0,+1,1 ,61 ,1.64%,,0,0,0,0,188,346,64,0,0,0,0,0,0,-,0 ,6 ,0.00%,,1,1,0,0,705,346,64,0,1,1,0,0,0,-,0 ,10 ,0.00%,,133,+24,24 ,"2,050 ",1.17%,52 ,802 ,71.2%,28.8%,282 ,172 ,92 ,,,,,,,,,,,,,,,,,,,,,,
12/15/20,8,,102,249,0,0,"132,176",346,64,769,45,28,17,0,0,+5,5 ,4 ,125.00%,,6,37,0,0,"15,431",346,64,5,7,3,4,0,0,-,0 ,1 ,0.00%,,2,15,0,0,"6,486",346,64,3,1,1,0,0,0,-,0 ,0 ,-,,19,27,0,0,"14,506",346,64,4,5,5,0,0,0,-,0 ,0 ,-,,0,1,0,0,"1,174",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,3,2,0,0,"1,450",346,64,2,0,0,0,0,0,-,0 ,0 ,-,,5,12,0,0,"6,105",346,64,9,1,1,0,0,0,-,0 ,0 ,-,,0,0,0,0,188,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,1,1,0,0,705,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,138,+5,5 ,5 ,100.00%,59 ,793 ,64.4%,35.6%,282 ,175 ,94 ,,,,,,,,,,,,,,,,,,,,,,
12/16/20,8,,112,249,0,0,"133,038",346,64,737,48,35,13,0,0,+10,10 ,862 ,1.16%,,7,37,0,0,"15,587",346,64,6,9,5,4,0,0,+1,1 ,156 ,0.64%,,3,15,0,0,"6,521",346,64,3,2,2,0,0,0,+1,1 ,35 ,2.86%,,22,27,0,0,"14,665",346,64,4,5,5,0,0,0,+3,3 ,159 ,1.89%,,0,1,0,0,"1,178",346,64,1,0,0,0,0,0,-,0 ,4 ,0.00%,,3,2,0,0,"1,462",346,64,2,0,0,0,0,0,-,0 ,12 ,0.00%,,5,12,0,0,"6,126",346,64,11,1,1,0,0,0,-,0 ,21 ,0.00%,,0,0,0,0,188,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,1,1,0,0,708,346,64,0,0,0,0,0,0,-,0 ,3 ,0.00%,,153,+15,15 ,"1,252 ",1.20%,65 ,765 ,73.8%,26.2%,282 ,181 ,107 ,,,,,,,,,,,,,,,,,,,,,,
12/17/20,8,,121,249,0,0,"133,509",346,64,721,44,34,10,0,0,+9,9 ,471 ,1.91%,,9,37,0,0,"15,611",346,64,8,9,5,4,0,0,+2,2 ,24 ,8.33%,,3,15,0,0,"6,539",346,64,2,2,2,0,0,0,-,0 ,18 ,0.00%,,22,27,0,0,"14,686",346,64,4,6,6,0,0,0,-,0 ,21 ,0.00%,,0,1,0,0,"1,181",346,64,1,0,0,0,0,0,-,0 ,3 ,0.00%,,3,2,0,0,"1,470",346,64,1,0,0,0,0,0,-,0 ,8 ,0.00%,,5,12,0,0,"6,139",346,64,11,1,1,0,0,0,-,0 ,13 ,0.00%,,0,0,0,0,189,346,64,1,0,0,0,0,0,-,0 ,1 ,0.00%,,1,1,0,0,713,346,64,0,0,0,0,0,0,-,0 ,5 ,0.00%,,164,+11,11 ,566 ,1.94%,62 ,749 ,77.4%,22.6%,282 ,184 ,110 ,,,,,,,,,,,,,,,,,,,,,,
12/18/20,8,,139,249,0,0,"134,019",346,64,724,41,31,10,0,0,+18,18 ,510 ,3.53%,,9,37,0,0,"15,638",346,64,8,9,5,4,0,0,-,0 ,27 ,0.00%,,5,15,0,0,"6,571",346,64,2,2,2,0,0,0,+2,2 ,32 ,6.25%,,23,27,0,0,"14,696",346,64,4,6,6,0,0,0,+1,1 ,10 ,10.00%,,0,1,0,0,"1,183",346,64,1,0,0,0,0,0,-,0 ,2 ,0.00%,,3,2,0,0,"1,473",346,64,0,1,1,0,0,0,-,0 ,3 ,0.00%,,6,12,0,0,"6,164",346,64,10,1,1,0,0,0,+1,1 ,25 ,4.00%,,0,0,0,0,189,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,1,1,0,0,716,346,64,0,0,0,0,0,0,-,0 ,3 ,0.00%,,186,+22,22 ,613 ,3.59%,60 ,750 ,76.7%,23.3%,282 ,186 ,113 ,,,,,,,,,,,,,,,,,,,,,,
12/19/20,9,,12,249,0,0,"136,094",346,64,720,37,28,9,0,0,+12,12 ,"2,075 ",0.58%,,0,37,0,0,"15,858",346,64,9,8,5,3,0,0,-,0 ,220 ,0.00%,,0,15,0,0,"6,758",346,64,2,2,2,0,0,0,-,0 ,187 ,0.00%,,2,27,0,0,"15,886",346,64,5,4,4,0,0,0,+2,2 ,"1,190 ",0.17%,,0,1,0,0,"1,204",346,64,1,0,0,0,0,0,-,0 ,21 ,0.00%,,1,2,0,0,"1,498",346,64,0,1,1,0,0,0,+1,1 ,25 ,4.00%,,0,12,0,0,"6,250",346,64,10,1,1,0,0,0,-,0 ,86 ,0.00%,,0,0,0,0,190,346,64,1,0,0,0,0,0,-,0 ,1 ,0.00%,,0,1,0,0,734,346,64,0,0,0,0,0,0,-,0 ,18 ,0.00%,,15,+15,15 ,"3,823 ",0.39%,53 ,748 ,77.4%,22.6%,282 ,184 ,103 ,,,,,,,,,,,,,,,,,,,,,,
12/20/20,9,,18,249,0,0,"136,177",346,64,710,35,27,8,0,0,+6,6 ,83 ,7.23%,,0,37,0,0,"15,867",346,64,8,2,2,0,0,0,-,0 ,9 ,0.00%,,0,15,0,0,"6,773",346,64,1,2,2,0,0,0,-,0 ,15 ,0.00%,,3,27,0,0,"15,920",346,64,5,5,5,0,0,0,+1,1 ,34 ,2.94%,,0,1,0,0,"1,205",346,64,1,0,0,0,0,0,-,0 ,1 ,0.00%,,1,2,0,0,"1,500",346,64,0,1,1,0,0,0,-,0 ,2 ,0.00%,,0,12,0,0,"6,253",346,64,8,1,1,0,0,0,-,0 ,3 ,0.00%,,0,0,0,0,190,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,735,346,64,0,0,0,0,0,0,-,0 ,1 ,0.00%,,22,+7,7 ,148 ,4.73%,,,,,,,,,99 ,"8,457 ",1.17%,0 ,1.17%,12/14/20,12/20/20,12/14-12/20,,,,,,,,,,,,,
12/21/20,9,,25,249,0,0,"138,102",346,64,110,31,23,8,0,0,+7,7 ,"1,925 ",0.36%,,0,37,0,0,"16,067",346,64,8,1,1,0,0,0,-,0 ,200 ,0.00%,,1,15,0,0,"6,878",346,64,1,1,1,0,0,0,+1,1 ,105 ,0.95%,,6,27,0,0,"16,076",346,64,5,5,5,0,0,0,+3,3 ,156 ,1.92%,,0,1,0,0,"1,220",346,64,1,0,0,0,0,0,-,0 ,15 ,0.00%,,1,2,0,0,"1,527",346,64,0,1,1,0,0,0,-,0 ,27 ,0.00%,,2,12,0,0,"6,348",346,64,7,0,0,0,0,0,+2,2 ,95 ,2.11%,,0,0,0,0,191,346,64,0,0,0,0,0,0,-,0 ,1 ,0.00%,,0,1,0,0,745,346,64,0,0,0,0,0,0,-,0 ,10 ,0.00%,,35,+13,13 ,"2,534 ",0.51%,39 ,132 ,79.5%,20.5%,282 ,180 ,88 ,,,,,,,,,,,,,,,,,,,,,,
12/22/20,9,,25,249,0,0,"138,106",346,64,110,26,19,7,0,0,-,0 ,4 ,0.00%,,0,37,0,0,"16,067",346,64,9,2,2,0,0,0,-,0 ,0 ,-,,1,15,0,0,"6,878",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,6,27,0,0,"16,077",346,64,4,6,6,0,0,0,-,0 ,1 ,0.00%,,0,1,0,0,"1,220",346,64,1,2,1,1,0,0,-,0 ,0 ,-,,1,2,0,0,"1,527",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,2,12,0,0,"6,348",346,64,6,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,191,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,745,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,35,-,0 ,5 ,-,37 ,131 ,78.4%,21.6%,282 ,177 ,83 ,,,,,,,,,,,,,,,,,,,,,,
12/23/20,9,,30,249,0,0,"139,017",346,64,111,17,11,6,0,0,+5,5 ,911 ,0.55%,,3,37,0,0,"16,237",346,64,10,3,2,1,0,0,+3,3 ,170 ,1.76%,,1,15,0,0,"6,917",346,64,1,0,0,0,0,0,-,0 ,39 ,0.00%,,8,27,0,0,"16,172",346,64,4,6,6,0,0,0,+2,2 ,95 ,2.11%,,2,1,0,0,"1,228",346,64,1,2,1,1,0,0,+2,2 ,8 ,25.00%,,1,2,0,0,"1,533",346,64,0,1,1,0,0,0,-,0 ,6 ,0.00%,,2,12,0,0,"6,364",346,64,6,0,0,0,0,0,-,0 ,16 ,0.00%,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,1 ,0.00%,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,4 ,0.00%,,47,+12,12 ,"1,250 ",0.96%,29 ,134 ,72.4%,27.6%,282 ,187 ,80 ,,,,,,,,,,,,,,,,,,,,,,
12/24/20,9,,30,249,0,0,"139,017",346,64,111,17,11,6,0,0,-,0 ,0 ,-,,3,37,0,0,"16,237",346,64,10,3,2,1,0,0,-,0 ,0 ,-,,1,15,0,0,"6,917",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,8,27,0,0,"16,172",346,64,4,6,6,0,0,0,-,0 ,0 ,-,,2,1,0,0,"1,228",346,64,1,2,1,1,0,0,-,0 ,0 ,-,,1,2,0,0,"1,533",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,2,12,0,0,"6,364",346,64,6,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,47,-,0 ,950 ,-,29 ,134 ,72.4%,27.6%,282 ,179 ,69 ,,,,,,,,,,,,,,,,,,,,,,
12/25/20,9,,30,249,0,0,"139,017",346,64,111,17,11,6,0,0,-,0 ,0 ,-,,3,37,0,0,"16,237",346,64,10,3,2,1,0,0,-,0 ,0 ,-,,1,15,0,0,"6,917",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,8,27,0,0,"16,172",346,64,4,6,6,0,0,0,-,0 ,0 ,-,,2,1,0,0,"1,228",346,64,1,2,1,1,0,0,-,0 ,0 ,-,,1,2,0,0,"1,533",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,2,12,0,0,"6,364",346,64,6,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,47,-,0 ,861 ,-,29 ,134 ,72.4%,27.6%,282 ,160 ,47 ,,,,,,,,,,,,,,,,,,,,,,
12/26/20,9,,30,249,0,0,"139,017",346,64,111,17,11,6,0,0,-,0 ,0 ,-,,3,37,0,0,"16,237",346,64,10,3,2,1,0,0,-,0 ,0 ,-,,1,15,0,0,"6,917",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,8,27,0,0,"16,172",346,64,4,6,6,0,0,0,-,0 ,0 ,-,,2,1,0,0,"1,228",346,64,1,2,1,1,0,0,-,0 ,0 ,-,,1,2,0,0,"1,533",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,2,12,0,0,"6,364",346,64,6,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,47,-,0 ,117 ,-,29 ,134 ,72.4%,27.6%,282 ,135 ,32 ,,,,,,,,,,,,,,,,,,,,,,
12/27/20,9,,30,249,0,0,"139,017",346,64,111,17,11,6,0,0,-,0 ,0 ,-,,3,37,0,0,"16,237",346,64,10,3,2,1,0,0,-,0 ,0 ,-,,1,15,0,0,"6,917",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,8,27,0,0,"16,172",346,64,4,6,6,0,0,0,-,0 ,0 ,-,,2,1,0,0,"1,228",346,64,1,2,1,1,0,0,-,0 ,0 ,-,,1,2,0,0,"1,533",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,2,12,0,0,"6,364",346,64,6,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,47,-,0 ,0 ,-,29 ,134 ,72.4%,27.6%,282 ,124 ,25 ,,25 ,"5,717 ",0.44%,0 ,0.44%,12/21/20,12/27/20,12/21-12/27,,,,,,,,,,,,,
12/28/20,9,,30,249,0,0,"139,017",346,64,111,17,11,6,0,0,-,0 ,0 ,-,,3,37,0,0,"16,237",346,64,10,3,2,1,0,0,-,0 ,0 ,-,,1,15,0,0,"6,917",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,8,27,0,0,"16,172",346,64,4,6,6,0,0,0,-,0 ,0 ,-,,2,1,0,0,"1,228",346,64,1,2,1,1,0,0,-,0 ,0 ,-,,1,2,0,0,"1,533",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,2,12,0,0,"6,364",346,64,6,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,47,-,0 ,1 ,-,29 ,134 ,72.4%,27.6%,282 ,100 ,12 ,,,,,,,,,,,,,,,,,,,,,,
12/29/20,9,,30,249,0,0,"139,017",346,64,111,17,11,6,0,0,-,0 ,0 ,-,,3,37,0,0,"16,237",346,64,10,3,2,1,0,0,-,0 ,0 ,-,,1,15,0,0,"6,917",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,8,27,0,0,"16,172",346,64,4,6,6,0,0,0,-,0 ,0 ,-,,2,1,0,0,"1,228",346,64,1,2,1,1,0,0,-,0 ,0 ,-,,1,2,0,0,"1,533",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,2,12,0,0,"6,364",346,64,6,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,47,-,0 ,3 ,-,29 ,134 ,72.4%,27.6%,282 ,95 ,12 ,,,,,,,,,,,,,,,,,,,,,,
12/30/20,9,,30,249,0,0,"139,017",346,64,111,17,11,6,0,0,-,0 ,0 ,-,,3,37,0,0,"16,237",346,64,10,3,2,1,0,0,-,0 ,0 ,-,,1,15,0,0,"6,917",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,8,27,0,0,"16,172",346,64,4,6,6,0,0,0,-,0 ,0 ,-,,2,1,0,0,"1,228",346,64,1,2,1,1,0,0,-,0 ,0 ,-,,1,2,0,0,"1,533",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,2,12,0,0,"6,364",346,64,6,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,47,-,0 ,0 ,-,29 ,134 ,72.4%,27.6%,282 ,80 ,0 ,,,,,,,,,,,,,,,,,,,,,,
12/31/20,9,,30,249,0,0,"139,017",346,64,111,17,11,6,0,0,-,0 ,0 ,-,,3,37,0,0,"16,237",346,64,10,3,2,1,0,0,-,0 ,0 ,-,,1,15,0,0,"6,917",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,8,27,0,0,"16,172",346,64,4,6,6,0,0,0,-,0 ,0 ,-,,2,1,0,0,"1,228",346,64,1,2,1,1,0,0,-,0 ,0 ,-,,1,2,0,0,"1,533",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,2,12,0,0,"6,364",346,64,6,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,47,-,0 ,778 ,-,29 ,134 ,72.4%,27.6%,282 ,69 ,0 ,,,,,,,,,,,,,,,,,,,,,,
01/01/21,9,,30,249,0,0,"139,017",346,64,111,17,11,6,0,0,-,0 ,0 ,-,,3,37,0,0,"16,237",346,64,10,3,2,1,0,0,-,0 ,0 ,-,,1,15,0,0,"6,917",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,8,27,0,0,"16,172",346,64,4,6,6,0,0,0,-,0 ,0 ,-,,2,1,0,0,"1,228",346,64,1,2,1,1,0,0,-,0 ,0 ,-,,1,2,0,0,"1,533",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,2,12,0,0,"6,364",346,64,6,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,47,-,0 ,"1,293 ",-,29 ,134 ,72.4%,27.6%,282 ,47 ,0 ,,,,,,,,,,,,,,,,,,,,,,
01/02/21,10,,0,249,0,0,"139,017",346,64,111,17,11,6,0,0,-,0 ,0 ,-,,0,37,0,0,"16,237",346,64,10,3,2,1,0,0,-,0 ,0 ,-,,0,15,0,0,"6,917",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,0,27,0,0,"16,172",346,64,4,6,6,0,0,0,-,0 ,0 ,-,,0,1,0,0,"1,228",346,64,1,2,1,1,0,0,-,0 ,0 ,-,,0,2,0,0,"1,533",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,0,12,0,0,"6,364",346,64,6,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,0,-,0 ,735 ,-,29 ,134 ,72.4%,27.6%,282 ,32 ,0 ,,,,,,,,,,,,,,,,,,,,,,
01/03/21,10,,0,249,0,0,"139,017",346,64,111,17,11,6,0,0,-,0 ,0 ,-,,0,37,0,0,"16,237",346,64,10,3,2,1,0,0,-,0 ,0 ,-,,0,15,0,0,"6,917",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,0,27,0,0,"16,172",346,64,4,6,6,0,0,0,-,0 ,0 ,-,,0,1,0,0,"1,228",346,64,1,2,1,1,0,0,-,0 ,0 ,-,,0,2,0,0,"1,533",346,64,0,1,1,0,0,0,-,0 ,0 ,-,,0,12,0,0,"6,364",346,64,6,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,0,-,0 ,312 ,-,29 ,134 ,72.4%,27.6%,282 ,25 ,0 ,,0 ,"3,122 ",-,0 ,-,12/28/20,01/03/21,12/28-01/03,,,,,,,,,,,,,
01/04/21,10,,0,249,0,0,"139,023",346,64,48,17,11,6,0,0,-,0 ,6 ,0.00%,,0,37,0,0,"16,237",346,64,4,2,0,2,0,0,-,0 ,0 ,-,,0,15,0,0,"6,917",346,64,3,0,0,0,0,0,-,0 ,0 ,-,,5,27,0,0,"16,172",346,64,13,5,5,0,0,0,+5,5 ,0 ,-,,0,1,0,0,"1,228",346,64,2,1,1,0,0,0,-,0 ,0 ,-,,0,2,0,0,"1,533",346,64,1,1,1,0,0,0,-,0 ,0 ,-,,0,12,0,0,"6,364",346,64,1,1,1,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,5,+6,5 ,6 ,100.00%,27 ,73 ,70.4%,29.6%,282 ,18 ,6 ,,,,,,,,,,,,,,,,,,,,,,
01/05/21,10,,4,249,0,0,"139,087",346,64,68,17,11,6,0,0,+4,4 ,64 ,6.25%,,0,37,0,0,"16,245",346,64,7,3,0,3,0,0,-,0 ,8 ,0.00%,,0,15,0,0,"6,919",346,64,6,2,1,1,0,0,-,0 ,2 ,0.00%,,6,27,0,0,"16,272",346,64,24,7,7,0,0,0,+1,1 ,100 ,1.00%,,0,1,0,0,"1,228",346,64,2,1,1,0,0,0,-,0 ,0 ,-,,0,2,0,0,"1,534",346,64,1,1,1,0,0,0,-,0 ,1 ,0.00%,,0,12,0,0,"6,364",346,64,3,1,1,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,10,+5,5 ,175 ,2.86%,32 ,111 ,68.8%,31.3%,282 ,23 ,11 ,,,,,,,,,,,,,,,,,,,,,,
01/06/21,10,,7,249,0,0,"139,087",346,64,81,22,15,7,0,0,+3,3 ,0 ,-,,1,37,0,0,"16,245",346,64,8,3,0,3,0,0,+1,1 ,0 ,-,,1,15,0,0,"6,919",346,64,8,2,1,1,0,0,+1,1 ,0 ,-,,8,27,0,0,"16,273",346,64,27,5,5,0,0,0,+2,2 ,1 ,200.00%,,0,1,0,0,"1,228",346,64,2,0,0,0,0,0,-,0 ,0 ,-,,0,2,0,0,"1,534",346,64,2,0,0,0,0,0,-,0 ,0 ,-,,0,12,0,0,"6,364",346,64,3,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,749,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,17,+7,7 ,1 ,700.00%,32 ,131 ,65.6%,34.4%,282 ,18 ,18 ,,,,,,,,,,,,,,,,,,,,,,
01/07/21,10,,13,249,0,0,"139,731",346,64,91,25,17,8,0,0,+6,6 ,644 ,0.93%,,1,37,0,0,"16,277",346,64,9,3,0,3,0,0,-,0 ,32 ,0.00%,,2,15,0,0,"6,979",346,64,9,2,1,1,0,0,+1,1 ,60 ,1.67%,,9,27,0,0,"16,337",346,64,35,4,4,0,0,0,+1,1 ,64 ,1.56%,,0,1,0,0,"1,233",346,64,2,0,0,0,0,0,-,0 ,5 ,0.00%,,0,2,0,0,"1,543",346,64,2,0,0,0,0,0,-,0 ,9 ,0.00%,,0,12,0,0,"6,385",346,64,5,2,2,0,0,0,-,0 ,21 ,0.00%,,0,0,0,0,192,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,754,346,64,0,0,0,0,0,0,-,0 ,5 ,0.00%,,25,+8,8 ,842 ,0.95%,36 ,153 ,66.7%,33.3%,282 ,26 ,26 ,,,,,,,,,,,,,,,,,,,,,,
01/08/21,10,,24,249,0,0,"140,513",346,64,119,27,22,5,0,0,+11,11 ,782 ,1.41%,,1,37,0,0,"16,363",346,64,11,2,1,1,0,0,-,0 ,86 ,0.00%,,3,15,0,0,"7,036",346,64,45,2,1,1,0,0,+1,1 ,57 ,1.75%,,10,27,0,0,"16,865",346,64,35,3,3,0,0,0,+1,1 ,528 ,0.19%,,0,1,0,0,"1,246",346,64,3,0,0,0,0,0,-,0 ,13 ,0.00%,,0,2,0,0,"1,550",346,64,2,0,0,0,0,0,-,0 ,7 ,0.00%,,2,12,0,0,"6,403",346,64,5,3,3,0,0,0,+2,2 ,18 ,11.11%,,0,0,0,0,196,346,64,0,0,0,0,0,0,-,0 ,4 ,0.00%,,0,1,0,0,760,346,64,0,0,0,0,0,0,-,0 ,6 ,0.00%,,40,+15,15 ,"1,501 ",1.00%,37 ,220 ,81.1%,18.9%,282 ,41 ,41 ,,,,,,,,,,,,,,,,,,,,,,
01/09/21,10,,34,249,0,0,"141,286",346,64,136,22,19,3,0,0,+10,10 ,773 ,1.29%,,2,37,0,0,"16,435",346,64,14,3,3,0,0,0,+1,1 ,72 ,1.39%,,4,15,0,0,"7,101",346,64,57,4,3,1,0,0,+1,1 ,65 ,1.54%,,10,27,0,0,"17,434",346,64,35,2,2,0,0,0,-,0 ,569 ,0.00%,,0,1,0,0,"1,255",346,64,2,1,1,0,0,0,-,0 ,9 ,0.00%,,0,2,0,0,"1,556",346,64,1,0,0,0,0,0,-,0 ,6 ,0.00%,,3,12,0,0,"6,423",346,64,5,3,3,0,0,0,+1,1 ,20 ,5.00%,,0,0,0,0,196,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,763,346,64,0,0,0,0,0,0,-,0 ,3 ,0.00%,,53,+13,13 ,"1,517 ",0.86%,35 ,250 ,88.6%,11.4%,282 ,54 ,54 ,,,,,,,,,,,,,,,,,,,,,,
01/10/21,10,,40,249,0,0,"141,830",346,64,248,25,21,4,0,0,+6,6 ,544 ,1.10%,,4,37,0,0,"16,490",346,64,14,2,2,0,0,0,+2,2 ,55 ,3.64%,,6,15,0,0,"7,138",346,64,63,5,4,1,0,0,+2,2 ,37 ,5.41%,,12,27,0,0,"17,650",346,64,34,2,2,0,0,0,+2,2 ,216 ,0.93%,,1,1,0,0,"1,257",346,64,2,1,1,0,0,0,+1,1 ,2 ,50.00%,,0,2,0,0,"1,563",346,64,1,0,0,0,0,0,-,0 ,7 ,0.00%,,3,12,0,0,"6,440",346,64,6,3,3,0,0,0,-,0 ,17 ,0.00%,,0,0,0,0,197,346,64,0,0,0,0,0,0,-,0 ,1 ,0.00%,,0,1,0,0,769,346,64,0,0,0,0,0,0,-,0 ,6 ,0.00%,,66,+13,13 ,890 ,1.46%,38 ,368 ,86.8%,13.2%,282 ,67 ,67 ,,67 ,"4,932 ",1.36%,0 ,1.36%,01/04/21,01/10/21,01/04-01/10,,,,,,,,,,,,,
